ID	pKa	marvin_pKa	marvin_atom	marvin_pKa_type	original_dataset
6	6.47	6.77	0	acidic	['datawarrior']
537	3.57	4.26	9	acidic	['datawarrior']
5432	8.5	8.86	10	basic	['datawarrior']
2568784	7.41	8.21	11	basic	['chembl25']
2568783	7.04	8.21	11	basic	['chembl25']
3252	4.6	4.66	2	acidic	['datawarrior']
852	8.2	8.95	0	acidic	['datawarrior']
4820	9.64	9.06	4	acidic	['datawarrior']
979406	5.9	8.34	5	acidic	['chembl25']
986846	7.2	9.52	5	acidic	['chembl25']
979404	8.5	10.96	5	acidic	['chembl25']
678219	10.0	6.84	1	basic	['chembl25']
1996	5.81	6.21	0	basic	['datawarrior']
2082	8.9	8.85	2	acidic	['datawarrior']
4797	9.38	9.51	4	acidic	['datawarrior']
2029	5.0	5.05	0	basic	['datawarrior']
3726	5.83	2.88	8	basic	['datawarrior']
3735	2.4	2.88	0	basic	['datawarrior']
3811	4.97	5.29	6	basic	['datawarrior']
3837	2.03	5.29	0	basic	['datawarrior']
12186591	4.16	4.11	28	acidic	['chembl25']
6058	6.24	2.79	0	basic	['datawarrior']
6059	8.57	6.25	0	basic	['datawarrior']
977463	5.65	5.83	7	basic	['chembl25']
6705	4.17	5.79	13	basic	['datawarrior']
6542	4.32	5.79	15	basic	['datawarrior']
5306	2.69	3.37	17	basic	['datawarrior']
4942	9.755	9.36	11	acidic	['datawarrior']
1130	5.01	5.52	0	basic	['datawarrior']
957	9.52	9.78	0	acidic	['datawarrior']
4963	6.15	5.45	7	basic	['datawarrior']
7167	5.36	5.23	0	basic	['datawarrior']
1129	4.1	5.19	0	basic	['datawarrior']
2330	3.11	3.52	2	acidic	['datawarrior']
3907	5.69	5.15	0	basic	['datawarrior']
3897	5.25	4.87	0	basic	['datawarrior']
10869588	4.23	2.99	10	basic	['chembl25']
6327	7.65	6.87	11	basic	['datawarrior']
1126	5.85	5.3	0	basic	['datawarrior']
5472	7.18	8.87	13	basic	['datawarrior']
5007	4.5	6.32	0	basic	['datawarrior']
5036	4.8	4.0	13	basic	['datawarrior']
3906	5.1	4.68	0	basic	['datawarrior']
956171	5.7	5.62	5	basic	['chembl25']
984	4.15	5.92	0	acidic	['datawarrior']
520	4.44	4.45	2	acidic	['datawarrior']
635	9.11	10.0	0	basic	['datawarrior']
5776	2.33	3.58	15	basic	['datawarrior']
1373	7.26	11.26	4	acidic	['datawarrior']
4213	2.71	3.14	10	acidic	['datawarrior']
795	8.52	9.04	4	acidic	['datawarrior']
13830206	10.1	9.83	5	basic	['chembl25']
1378	4.28	4.08	2	acidic	['datawarrior']
4188	2.9	3.26	9	acidic	['datawarrior']
4173	3.73	3.96	2	acidic	['datawarrior']
4186	3.0	3.07	9	acidic	['datawarrior']
4187	2.92	3.31	9	acidic	['datawarrior']
4260	3.02	2.8	2	acidic	['datawarrior']
1715	5.8	3.7	2	acidic	['datawarrior']
344309	3.44	3.77	19	acidic	['chembl25']
4231	10.85	10.85	0	acidic	['datawarrior']
6987	7.04	6.54	0	basic	['datawarrior']
10875780	10.09	10.2	11	basic	['chembl25']
6379	4.17	4.53	2	acidic	['datawarrior']
5119	7.71	10.26	0	basic	['datawarrior']
4175	3.23	3.84	2	acidic	['datawarrior']
3217312	9.14	10.98	9	basic	['chembl25']
3217316	7.92	10.72	5	basic	['chembl25']
2084611	6.02	6.49	8	basic	['chembl25']
2084606	7.56	7.13	8	basic	['chembl25']
2084604	7.13	7.06	8	basic	['chembl25']
2084602	7.19	6.99	14	basic	['chembl25']
2084605	6.86	7.02	8	basic	['chembl25']
2084609	7.2	6.96	8	basic	['chembl25']
2084603	6.52	6.88	8	basic	['chembl25']
3217320	6.27	6.61	19	basic	['chembl25']
3217317	6.03	7.58	17	basic	['chembl25']
3217318	7.41	5.83	19	basic	['chembl25']
3000	3.84	4.31	0	basic	['datawarrior']
4411	5.85	5.36	0	basic	['datawarrior']
903891	7.67	8.22	2	basic	['chembl25']
927574	7.33	7.5	2	basic	['chembl25']
2511081	7.6	7.25	1	basic	['chembl25']
913504	8.71	9.34	2	basic	['chembl25']
918653	9.36	10.21	2	basic	['chembl25']
940094	9.79	10.13	2	basic	['chembl25']
910869	10.05	10.2	16	basic	['chembl25']
912179	9.81	9.9	15	basic	['chembl25']
934590	9.35	9.99	14	basic	['chembl25']
910881	8.75	9.12	13	basic	['chembl25']
910875	7.42	7.97	12	basic	['chembl25']
4652	7.36	7.2	5	basic	['datawarrior']
5719	7.6	7.22	5	basic	['datawarrior']
6239	7.83	8.88	5	basic	['datawarrior']
6139	10.79	11.26	2	acidic	['datawarrior']
14686565	10.52	10.11	10	basic	['chembl25']
4630	6.6	6.79	5	acidic	['datawarrior']
52460	4.07	4.76	18	acidic	['chembl25']
2809	10.6	10.73	0	acidic	['datawarrior']
3510	3.36	4.04	2	acidic	['datawarrior']
888343	9.153333	9.36	2	basic	['chembl25']
2066562	9.2	9.36	2	basic	['chembl25']
201	6.85	6.54	0	basic	['datawarrior']
1147	5.26	7.71	3	basic	['datawarrior']
3125	4.55	4.24	3	basic	['datawarrior']
2991	9.37	9.33	0	basic	['datawarrior']
3126	5.2	5.41	3	basic	['datawarrior']
4203	2.59	2.96	10	acidic	['datawarrior']
553409	11.3	9.36	14	basic	['chembl25']
14686564	9.333333	9.09	10	basic	['chembl25']
34029	4.2	4.37	18	acidic	['chembl25']
2825	8.7	8.34	4	acidic	['datawarrior']
4209	2.7	3.19	10	acidic	['datawarrior']
1639	5.32	5.15	0	basic	['datawarrior']
185	4.7	4.86	0	basic	['datawarrior']
2998	4.56	4.67	0	basic	['datawarrior']
5162	2.88	3.02	15	basic	['datawarrior']
371049	6.0	3.4	6	basic	['chembl25']
1664	11.55	11.68	2	acidic	['datawarrior']
6168	8.48	7.88	3	acidic	['datawarrior']
10994388	4.2	3.89	15	acidic	['chembl25']
793699	10.055	10.13	6	acidic	['datawarrior', 'chembl25']
2807	10.51	10.48	0	acidic	['datawarrior']
4258	3.35	2.69	2	acidic	['datawarrior']
6068	8.63	9.8	9	acidic	['datawarrior']
2767	9.28	9.59	4	acidic	['datawarrior']
5656	11.21	10.49	4	acidic	['datawarrior']
587	3.18	3.87	2	acidic	['datawarrior']
1475603	10.4	8.81	4	basic	['chembl25']
4498	9.51	10.27	3	acidic	['datawarrior']
536	3.52	4.27	9	acidic	['datawarrior']
4819	9.55	9.03	4	acidic	['datawarrior']
1997	5.67	6.11	0	basic	['datawarrior']
1166	10.49	8.43	2	acidic	['datawarrior']
2262488	6.87	5.4	12	basic	['chembl25']
1982344	6.22	5.4	21	basic	['chembl25']
7189	4.5	6.13	0	basic	['datawarrior']
958	9.42	9.78	0	acidic	['datawarrior']
3905	4.87	4.57	0	basic	['datawarrior']
3896	5.0	4.94	0	basic	['datawarrior']
3269	4.2	5.51	8	acidic	['datawarrior']
1121532	9.1	8.94	11	basic	['chembl25']
1375	7.92	11.19	4	acidic	['datawarrior']
14549025	10.0	9.07	3	basic	['chembl25']
14548966	10.0	9.07	3	basic	['chembl25']
14549024	10.0	9.07	3	basic	['chembl25']
14549029	9.9	9.07	3	basic	['chembl25']
14549027	9.8	9.07	3	basic	['chembl25']
985	4.09	5.94	0	acidic	['datawarrior']
5735	4.59	4.8	0	basic	['datawarrior']
636	8.27	9.73	0	basic	['datawarrior']
7052	7.21	10.14	0	basic	['datawarrior']
1383	3.92	3.96	2	acidic	['datawarrior']
332835	3.44	3.95	19	acidic	['chembl25']
5130	10.87	11.12	2	acidic	['datawarrior']
6380	4.19	4.54	2	acidic	['datawarrior']
2062782	8.4	8.86	1	basic	['chembl25']
2004746	6.74	5.41	12	basic	['chembl25']
523	4.5	4.45	2	acidic	['datawarrior']
2993	9.23	9.3	0	basic	['datawarrior']
4410	8.71	8.94	0	basic	['datawarrior']
188	4.45	4.48	0	basic	['datawarrior']
1643	6.0	5.18	0	basic	['datawarrior']
3216072	9.72	9.53	23	acidic	['chembl25']
5774	9.67	10.06	2	basic	['datawarrior']
717	7.81	7.97	5	basic	['datawarrior']
6119	7.7	7.28	5	basic	['datawarrior']
5128	10.21	11.19	2	acidic	['datawarrior']
757	6.49	4.96	0	basic	['datawarrior']
289188	10.23	10.1	9	basic	['chembl25']
3366	5.07	4.98	0	basic	['datawarrior']
2472	5.34	5.03	0	basic	['datawarrior']
2118	6.9	6.53	5	acidic	['datawarrior']
810789	10.26	10.37	7	acidic	['datawarrior', 'chembl25']
3511	3.37	3.94	2	acidic	['datawarrior']
589	3.17	3.88	2	acidic	['datawarrior']
473256	7.9	8.75	12	basic	['chembl25']
548	3.46	4.27	10	acidic	['datawarrior']
3288953	5.28	5.21	9	basic	['chembl25']
3288895	7.15	5.41	12	basic	['chembl25']
14680442	5.973333	5.81	6	basic	['datawarrior', 'chembl25']
7849	5.81	5.63	0	basic	['datawarrior']
198	6.57	6.27	0	basic	['datawarrior']
7790	3.46	3.35	0	basic	['datawarrior']
7163	8.35	4.59	0	basic	['datawarrior']
974606	5.67	4.98	11	basic	['chembl25']
2381	5.32	4.07	6	basic	['datawarrior']
215	6.77	6.57	0	basic	['datawarrior']
870587	6.6	7.18	4	basic	['chembl25']
4953	5.94	5.58	6	basic	['datawarrior']
3895	5.51	5.28	0	basic	['datawarrior']
14618040	6.075	5.85	4	basic	['datawarrior', 'chembl25']
193	6.53	6.33	0	basic	['datawarrior']
7789	3.22	3.29	1	basic	['datawarrior']
78	4.1	3.81	1	basic	['datawarrior']
87	3.56	3.07	0	basic	['datawarrior']
1232179	10.45	9.96	33	acidic	['chembl25']
1264097	10.63	9.96	32	acidic	['chembl25']
1241318	11.12	9.96	25	acidic	['chembl25']
1265310	8.36	9.96	25	acidic	['chembl25']
6103	8.8	7.86	2	acidic	['datawarrior']
14620940	9.8	9.96	14	acidic	['chembl25']
12407453	8.12	8.19	13	basic	['chembl25']
12407452	7.61	7.51	13	basic	['chembl25']
12407455	7.55	8.31	13	basic	['chembl25']
12407451	8.66	8.78	13	basic	['chembl25']
1989181	6.67	6.0	11	basic	['chembl25']
1989178	7.63	6.4	13	basic	['chembl25']
6339	5.3	3.56	7	basic	['datawarrior']
5031	5.09	3.31	7	basic	['datawarrior']
2455	9.3	11.26	0	acidic	['datawarrior']
3216128	5.9	4.32	21	acidic	['chembl25']
3095	3.03	3.0	8	acidic	['datawarrior']
2900	2.65	2.08	0	basic	['datawarrior']
1939122	6.7	6.23	6	basic	['chembl25']
2921	6.08	3.72	3	basic	['datawarrior']
5521	5.54	5.65	6	basic	['datawarrior']
6302	5.34	5.46	0	basic	['datawarrior']
5519	6.07	5.98	0	basic	['datawarrior']
6303	5.9	5.63	6	basic	['datawarrior']
6304	5.27	5.47	0	basic	['datawarrior']
5522	6.45	6.04	0	basic	['datawarrior']
6300	5.93	5.92	0	basic	['datawarrior']
5520	6.31	6.06	6	basic	['datawarrior']
4958	5.57	5.47	6	basic	['datawarrior']
6301	5.99	5.88	0	basic	['datawarrior']
4957	5.23	5.3	6	basic	['datawarrior']
7153	5.0	5.11	0	basic	['datawarrior']
4956	5.62	5.77	0	basic	['datawarrior']
3894	5.15	4.91	0	basic	['datawarrior']
3751	3.49	2.49	10	basic	['datawarrior']
192	6.15	6.13	0	basic	['datawarrior']
109	2.11	2.14	0	basic	['datawarrior']
82	3.58	2.59	0	basic	['datawarrior']
86	4.11	4.27	0	basic	['datawarrior']
77	4.13	3.72	1	basic	['datawarrior']
1469	4.55	3.92	2	acidic	['datawarrior']
15240525	7.8	8.41	25	basic	['chembl25']
15240526	7.0	8.38	26	basic	['chembl25']
6196	7.12	9.05	9	acidic	['datawarrior']
2791	3.66	3.34	7	acidic	['datawarrior']
1567	8.35	7.64	3	acidic	['datawarrior']
2728	5.36	4.89	3	basic	['datawarrior']
7314	3.14	2.74	3	basic	['datawarrior']
205823	4.29	3.82	3	acidic	['datawarrior', 'chembl25']
7913	9.43	6.61	3	acidic	['datawarrior']
79	4.82	3.96	0	basic	['datawarrior']
134	2.23	3.27	4	basic	['datawarrior']
6281113	6.47	5.16	2	basic	['chembl25']
3305	7.0	6.56	0	basic	['datawarrior']
3387	8.94	6.05	5	acidic	['datawarrior']
6536	7.0	6.43	11	basic	['datawarrior']
3985	5.41	6.26	0	basic	['datawarrior']
6331	4.52	7.96	0	basic	['datawarrior']
1243	5.0	8.52	0	basic	['datawarrior']
3770	4.56	2.02	8	basic	['datawarrior']
6337	4.65	6.09	8	basic	['datawarrior']
6097	4.4	3.58	8	acidic	['datawarrior']
7814	5.18	6.05	1	acidic	['datawarrior']
13830201	10.1	9.83	5	basic	['chembl25']
3097	3.9	3.18	8	acidic	['datawarrior']
1515	3.36	2.19	7	basic	['datawarrior']
2348208	7.9	7.06	5	basic	['chembl25']
2973	7.88	6.28	3	basic	['datawarrior']
6228	4.53	4.99	12	basic	['datawarrior']
965914	5.7	5.73	2	basic	['chembl25']
963136	6.75	7.39	2	basic	['chembl25']
965919	7.2	6.53	2	basic	['chembl25']
951579	7.2	6.53	2	basic	['chembl25']
3286	6.2	9.08	2	acidic	['datawarrior']
974601	6.0	5.69	2	basic	['chembl25']
967205	7.5	6.88	2	basic	['chembl25']
948950	6.0	6.06	2	basic	['chembl25']
968370	7.3	7.7	2	basic	['chembl25']
970860	5.1	4.83	2	basic	['chembl25']
4033	8.1	6.92	0	basic	['datawarrior']
1982347	6.24	6.59	20	basic	['chembl25']
1982349	5.97	6.6	2	basic	['chembl25']
956917	7.0	5.83	2	basic	['chembl25']
983421	6.093333	4.96	2	basic	['chembl25']
982162	6.1	4.83	2	basic	['chembl25']
956912	6.81	6.69	2	basic	['chembl25']
975857	4.8	2.92	2	basic	['chembl25']
985816	4.6	3.77	2	basic	['chembl25']
1982345	6.21	5.4	20	basic	['chembl25']
3288913	5.59	5.51	9	basic	['chembl25']
3288922	5.36	5.51	9	basic	['chembl25']
3288912	5.65	5.51	9	basic	['chembl25']
3288923	5.57	5.51	9	basic	['chembl25']
3288910	5.63	5.51	9	basic	['chembl25']
3288908	5.45	5.51	9	basic	['chembl25']
3288907	5.55	5.51	9	basic	['chembl25']
1989180	5.11	4.92	12	basic	['chembl25']
2004749	4.68	3.83	12	basic	['chembl25']
2004744	6.74	5.41	12	basic	['chembl25']
1989187	7.16	6.45	12	basic	['chembl25']
2004771	7.15	5.41	12	basic	['chembl25']
2004745	6.78	5.41	12	basic	['chembl25']
2004743	6.64	5.41	12	basic	['chembl25']
2262476	6.84	5.4	12	basic	['chembl25']
2262489	6.84	5.41	12	basic	['chembl25']
1989179	6.32	5.51	13	basic	['chembl25']
2004754	5.86	4.42	13	basic	['chembl25']
2262481	6.55	5.4	2	basic	['chembl25']
2262480	6.65	5.4	2	basic	['chembl25']
2004764	6.63	5.41	2	basic	['chembl25']
2004767	6.63	5.41	2	basic	['chembl25']
2004766	6.64	5.41	2	basic	['chembl25']
2262479	6.81	5.4	2	basic	['chembl25']
1989184	7.2	6.45	2	basic	['chembl25']
2004765	6.73	5.41	2	basic	['chembl25']
2262482	6.88	5.4	2	basic	['chembl25']
2262483	6.81	5.4	2	basic	['chembl25']
1989183	7.05	6.45	2	basic	['chembl25']
2262484	6.74	5.4	2	basic	['chembl25']
2004763	6.69	5.42	2	basic	['chembl25']
2262478	6.76	5.41	2	basic	['chembl25']
2004762	6.68	5.42	2	basic	['chembl25']
1989186	7.22	6.46	2	basic	['chembl25']
2004761	6.59	5.29	2	basic	['chembl25']
2262485	6.76	5.28	2	basic	['chembl25']
1989188	7.26	6.47	2	basic	['chembl25']
2004770	6.52	5.43	2	basic	['chembl25']
1989189	8.05	6.87	2	basic	['chembl25']
2004567	7.73	5.83	2	basic	['chembl25']
977096	6.0	4.96	2	basic	['chembl25']
6206797	4.0	6.01	16	acidic	['chembl25']
4027	6.95	7.82	0	basic	['datawarrior']
1264	7.0	7.46	0	basic	['datawarrior']
1263	6.66	7.73	0	basic	['datawarrior']
12655301	6.26	6.32	2	basic	['datawarrior', 'chembl25']
1106	9.88	11.56	2	acidic	['datawarrior']
3824	6.55	5.96	0	basic	['datawarrior']
2090	4.6	3.22	7	basic	['datawarrior']
15247186	2.7	3.46	6	basic	['chembl25']
987	2.93	2.49	11	basic	['datawarrior']
2062697	8.2	8.0	5	basic	['chembl25']
7797	8.19	7.29	0	basic	['datawarrior']
3093	3.26	3.24	8	acidic	['datawarrior']
2348206	8.2	6.9	2	basic	['chembl25']
5744	5.52	6.22	6	basic	['datawarrior']
282313	4.3	3.13	2	basic	['chembl25']
3281	3.76	3.0	5	basic	['datawarrior']
3752	4.87	2.98	5	basic	['datawarrior']
1081730	7.896667	7.51	2	basic	['datawarrior', 'chembl25']
5997	6.55	5.97	0	basic	['datawarrior']
7801	7.64	7.14	0	basic	['datawarrior']
896425	7.3	7.34	2	basic	['chembl25']
2348240	7.9	7.1	2	basic	['chembl25']
3823	2.52	2.92	5	basic	['datawarrior']
3753	2.92	2.95	5	basic	['datawarrior']
307	3.15	2.85	5	basic	['datawarrior']
3092	3.54	3.05	8	acidic	['datawarrior']
7003	4.58	3.2	2	acidic	['datawarrior']
2885	4.48	3.5	0	basic	['datawarrior']
6534	4.69	2.38	16	basic	['datawarrior']
2556733	5.21	5.95	3	acidic	['datawarrior', 'chembl25']
1499	5.36	4.93	1	basic	['datawarrior']
3159	2.85	2.65	1	basic	['datawarrior']
321	6.5	9.01	0	acidic	['datawarrior']
14624554	8.4	5.7	7	acidic	['datawarrior', 'chembl25']
3813	5.36	4.65	0	basic	['datawarrior']
1035	5.41	4.66	1	basic	['datawarrior']
15460202	3.666667	5.01	6	basic	['chembl25']
3216115	5.375	4.26	6	basic	['chembl25']
871111	6.2	3.81	6	basic	['chembl25']
1492	2.23	2.94	2	acidic	['datawarrior']
1493	2.16	3.13	2	acidic	['datawarrior']
1248415	7.34	7.92	3	basic	['chembl25']
1257354	8.17	8.95	3	basic	['chembl25']
1236751	7.35	7.87	6	basic	['chembl25']
1254439	8.2	8.87	6	basic	['chembl25']
1235444	7.16	7.61	1	basic	['chembl25']
1239264	8.24	8.78	10	basic	['chembl25']
793391	6.2	7.14	1	basic	['chembl25']
797812	6.0	7.8	8	basic	['chembl25']
1123482	8.105	4.17	7	acidic	['chembl25']
802724	5.6	6.3	1	basic	['chembl25']
556920	9.15	5.35	8	acidic	['chembl25']
14624555	6.97	5.24	7	acidic	['chembl25']
588572	9.61	5.98	8	acidic	['chembl25']
2192902	4.89	5.14	10	acidic	['chembl25']
2192907	7.74	7.33	9	acidic	['chembl25']
1842731	5.2	5.61	17	acidic	['chembl25']
1842733	8.4	7.8	16	acidic	['chembl25']
1842732	8.4	8.86	17	acidic	['chembl25']
884538	2.8	3.75	21	acidic	['chembl25']
865952	2.8	3.75	27	acidic	['chembl25']
3288925	5.66	5.51	9	basic	['chembl25']
2739	6.98	7.78	2	basic	['datawarrior']
2740	8.79	9.85	6	basic	['datawarrior']
2044	9.68	9.57	3	basic	['datawarrior']
2045	10.15	10.04	7	basic	['datawarrior']
3132	6.27	6.19	3	basic	['datawarrior']
3462	4.52	7.26	11	acidic	['datawarrior']
12038758	7.6	9.92	9	acidic	['chembl25']
291575	7.72	7.76	11	basic	['chembl25']
14686575	7.7	7.72	8	basic	['chembl25']
14686563	7.7	8.05	11	basic	['chembl25']
7174	4.22	3.91	7	basic	['datawarrior']
2620844	5.47	5.28	11	basic	['chembl25']
12038760	8.46	8.75	9	acidic	['chembl25']
2620836	5.37	5.28	8	basic	['chembl25']
15218511	6.6	6.3	14	basic	['chembl25']
4781	6.54	6.47	18	basic	['datawarrior']
5884	8.77	8.91	16	basic	['datawarrior']
2041	6.18	6.49	8	basic	['datawarrior']
1136	5.01	7.54	9	basic	['datawarrior']
15731562	4.54	4.75	10	acidic	['chembl25']
15731569	4.38	4.75	10	acidic	['chembl25']
15731563	4.49	4.75	10	acidic	['chembl25']
14699137	7.06	6.36	13	basic	['chembl25']
12038755	8.17	9.68	10	acidic	['chembl25']
14686562	8.333333	8.46	10	basic	['chembl25']
15218512	6.7	6.32	12	basic	['chembl25']
14686570	8.703333	8.52	7	basic	['chembl25']
2007	4.86	5.57	6	basic	['datawarrior']
2092	7.7	8.52	9	acidic	['datawarrior']
12042291	6.36	5.9	6	basic	['chembl25']
12042292	6.45	6.47	6	basic	['chembl25']
2606970	9.935	8.82	17	basic	['chembl25']
2720294	4.5	4.28	6	basic	['chembl25']
874673	8.0	7.49	12	basic	['chembl25']
2620845	5.45	5.28	11	basic	['chembl25']
12038172	8.32	10.04	9	acidic	['chembl25']
12038754	8.06	9.7	10	acidic	['chembl25']
3317	3.7	2.94	8	basic	['datawarrior']
2620837	5.12	5.25	8	basic	['chembl25']
995	3.61	5.89	10	acidic	['datawarrior']
584874	10.8	8.57	14	basic	['chembl25']
273538	7.93	8.31	10	basic	['chembl25']
3126122	5.7	8.78	14	basic	['chembl25']
582363	10.9	8.42	14	basic	['chembl25']
976391	8.055	8.16	10	basic	['chembl25']
271143	8.55	8.5	8	basic	['chembl25']
12038171	8.5	9.75	9	acidic	['chembl25']
1000	3.69	5.74	10	acidic	['datawarrior']
15731568	4.34	4.75	12	acidic	['chembl25']
279596	9.15	9.06	9	basic	['chembl25']
7867	2.77	3.31	4	basic	['datawarrior']
3318	3.8	2.97	8	basic	['datawarrior']
7170	3.99	4.49	10	basic	['datawarrior']
1964	7.75	9.55	9	acidic	['datawarrior']
7280	2.07	5.11	4	acidic	['datawarrior']
3453	9.17	9.54	0	basic	['datawarrior']
1273	6.1	7.01	3	basic	['datawarrior']
1811	5.17	4.63	5	acidic	['datawarrior']
1810	4.03	6.59	2	acidic	['datawarrior']
7902	4.23	5.53	0	acidic	['datawarrior']
3119900	5.1	2.31	11	basic	['chembl25']
1007	9.89	8.55	9	acidic	['datawarrior']
3289	8.65	10.91	3	acidic	['datawarrior']
875772	7.71	7.81	9	acidic	['datawarrior', 'chembl25']
6978	8.51	7.66	13	acidic	['datawarrior']
6976	6.0	8.46	10	acidic	['datawarrior']
12407448	10.61	8.37	13	basic	['chembl25']
12407456	8.35	8.24	13	basic	['chembl25']
12407450	8.79	8.49	13	basic	['chembl25']
12407458	8.09	8.36	13	basic	['chembl25']
12407447	10.41	8.97	13	basic	['chembl25']
6079	4.48	3.26	16	acidic	['datawarrior']
3287	9.26	10.35	12	acidic	['datawarrior']
3477	3.06	2.81	10	basic	['datawarrior']
1288334	7.3	7.09	15	acidic	['chembl25']
7171	10.78	9.97	3	acidic	['datawarrior']
3762	7.48	9.78	3	acidic	['datawarrior']
1093740	7.54	9.67	5	acidic	['chembl25']
1097	4.36	4.4	3	basic	['datawarrior']
1274	8.2	7.98	3	basic	['datawarrior']
4951	11.01	9.52	0	basic	['datawarrior']
4040	3.09	6.91	0	basic	['datawarrior']
16492406	8.4	7.85	22	basic	['chembl25']
154093	7.9	8.77	13	basic	['chembl25']
160134	6.4	6.9	9	basic	['chembl25']
14682466	5.51	8.47	15	acidic	['chembl25']
14682467	5.55	8.47	15	acidic	['chembl25']
14682464	5.86	8.47	14	acidic	['chembl25']
1548	7.0	4.12	2	acidic	['datawarrior']
15240528	7.2	8.38	26	basic	['chembl25']
1549	3.5	4.12	2	acidic	['datawarrior']
1077955	8.3	7.13	16	acidic	['chembl25']
1093645	8.21	6.77	22	acidic	['chembl25']
1073132	8.02	7.46	17	acidic	['chembl25']
833158	8.03	7.13	22	acidic	['chembl25']
828578	8.04	7.0	17	acidic	['chembl25']
833224	8.01	7.01	19	acidic	['chembl25']
1080341	7.99	7.1	14	acidic	['chembl25']
1089265	8.04	7.2	15	acidic	['chembl25']
1070987	8.01	7.17	16	acidic	['chembl25']
1095911	8.03	7.15	17	acidic	['chembl25']
1079257	8.03	7.15	18	acidic	['chembl25']
1074505	8.03	7.15	22	acidic	['chembl25']
1174375	8.04	7.31	15	acidic	['chembl25']
1073134	8.01	7.1	14	acidic	['chembl25']
1089271	8.03	7.06	17	acidic	['chembl25']
1079287	8.13	7.03	21	acidic	['chembl25']
854499	8.05	7.04	20	acidic	['chembl25']
1166729	8.053333	7.07	19	acidic	['chembl25']
852226	8.13	6.91	22	acidic	['chembl25']
828590	8.06	6.92	21	acidic	['chembl25']
861198	7.98	6.87	18	acidic	['chembl25']
851134	8.13	6.98	21	acidic	['chembl25']
1153228	8.11	7.14	21	acidic	['chembl25']
1162655	7.94	7.02	17	acidic	['chembl25']
1068806	8.54	11.96	6	basic	['chembl25']
1203	2.36	2.22	7	basic	['datawarrior']
5995	4.36	4.77	0	basic	['datawarrior']
12562812	4.643333	4.53	10	basic	['datawarrior', 'chembl25']
3055	4.51	3.39	2	acidic	['datawarrior']
7287	2.48	2.21	0	basic	['datawarrior']
312	10.75	11.91	3	basic	['datawarrior']
1068805	7.0975	6.57	4	basic	['datawarrior', 'chembl25']
1262	5.7	3.01	6	basic	['datawarrior']
1090506	3.82	4.36	4	basic	['chembl25']
1070117	2.3	2.31	4	basic	['chembl25']
1260	8.43	10.9	2	acidic	['datawarrior']
1003	9.525	9.27	2	acidic	['datawarrior']
1027	6.8	10.03	2	acidic	['datawarrior']
1261	3.57	3.06	2	basic	['datawarrior']
1258	9.92	10.26	2	acidic	['datawarrior']
1005	8.325	9.03	2	acidic	['datawarrior']
3798	9.11	11.69	0	acidic	['datawarrior']
1020	4.45	5.93	3	acidic	['datawarrior']
3292	9.92	9.24	3	acidic	['datawarrior']
4024	6.29	6.91	0	basic	['datawarrior']
4029	5.79	7.25	0	basic	['datawarrior']
966335	5.625	5.41	3	basic	['datawarrior', 'chembl25']
1963	2.29	2.23	3	basic	['datawarrior']
2348207	7.2	6.33	3	basic	['chembl25']
7325	2.31	2.11	5	basic	['datawarrior']
1307692	6.6	7.21	16	acidic	['chembl25']
3785	9.26	9.54	2	acidic	['datawarrior']
1958	2.5	2.14	5	basic	['datawarrior']
18183162	3.5	4.77	27	acidic	['chembl25']
18183164	4.5	3.93	27	acidic	['chembl25']
18183160	3.5	4.78	27	acidic	['chembl25']
18183161	3.5	4.78	26	acidic	['chembl25']
18183163	4.5	3.94	27	acidic	['chembl25']
1495	3.44	3.12	2	acidic	['datawarrior']
1494	2.83	3.29	2	acidic	['datawarrior']
12184313	4.7	6.95	14	acidic	['chembl25']
1286327	8.7	8.36	3	basic	['chembl25']
1273617	6.7	6.69	4	basic	['chembl25']
1287615	5.9	6.31	4	basic	['chembl25']
12142259	4.1	2.18	14	basic	['chembl25']
3552	7.51	9.56	7	acidic	['datawarrior']
2620846	5.31	5.28	14	basic	['chembl25']
2620838	5.19	5.28	11	basic	['chembl25']
2482	3.16	3.87	9	basic	['datawarrior']
2620847	5.27	5.28	14	basic	['chembl25']
2620839	5.11	5.26	11	basic	['chembl25']
3607	10.78	11.59	2	acidic	['datawarrior']
2481	3.09	3.85	10	basic	['datawarrior']
14686580	8.8	9.12	12	basic	['chembl25']
3283	7.35	9.42	12	acidic	['datawarrior']
1712925	6.12	5.83	13	basic	['chembl25']
1712773	6.42	5.96	12	basic	['chembl25']
15762404	8.8	9.44	11	basic	['chembl25']
2556763	7.4	7.08	6	basic	['chembl25']
2556761	8.5	9.28	5	basic	['chembl25']
