pKa	marvin_pKa	marvin_atom	marvin_pKa_type	original_dataset	SMILES
9.04	8.12	11	acidic	['datawarrior', 'chembl25']	COc1ccc(S(=O)(=O)Nc2ccccc2)cc1
3.1	3.09	15	acidic	['chembl25']	COc1ccc(S(=O)(=O)c2ccc(F)cc2)c(Cc2c3c(n(CC(=O)O)c2C)CCNC3=O)c1
6.32	7.75	19	acidic	['chembl25']	COc1ccc(S(=O)(=O)c2coc(S(N)(=O)=O)c2)cc1
8.78	8.45	19	acidic	['chembl25']	COc1ccc(S(=O)(=O)c2csc(S(N)(=O)=O)c2)cc1
9.93	10.5	3	acidic	['datawarrior']	COc1ccc(S(N)(=O)=O)cc1
6.76	6.21	0	acidic	['datawarrior']	COc1ccc(S)cc1
7.976	8.17	19	basic	['chembl25']	COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1
7.5	8.22	12	basic	['chembl25']	COc1ccc([C@@]2(F)C[C@@H]2N)cc1
7.4	8.2	14	basic	['chembl25']	COc1ccc([C@@]2(F)C[C@@H]2N)cc1OC
4.62	4.17	2	acidic	['datawarrior']	COc1ccc([C@H]2CC2C(=O)O)cc1
7.09	6.29	14	basic	['datawarrior']	COc1ccc2[nH]c3c(C)nccc3c2c1
9.21	7.96	14	basic	['datawarrior']	COc1ccc2[nH]c3c(c2c1)CCN=C3C
6.52	9.23	20	acidic	['chembl25']	COc1ccc2[nH]c3cc(Cl)ccc3c(=Nc3ccc(NS(C)(=O)=O)cc3OC)c2c1
7.1	9.23	19	acidic	['chembl25']	COc1ccc2[nH]c3ccccc3c(=Nc3ccc(NS(C)(=O)=O)cc3OC)c2c1
7.7	8.74	12	basic	['chembl25']	COc1ccc2[nH]cc(C3=CCN(Cc4ccccc4)CC3)c2c1
10.3	9.98	13	basic	['datawarrior']	COc1ccc2[nH]cc(CC(C)N)c2c1
7.705	9.23	12	acidic	['chembl25']	COc1ccc2c(=Nc3ccc(NS(C)(=O)=O)cc3OC)c3ccccc3[nH]c2c1
5.0	4.32	22	acidic	['chembl25']	COc1ccc2c(c1)C(=O)N(CCc1ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc1)C(=O)C2(C)C
2.15	3.27	11	basic	['datawarrior']	COc1ccc2c(c1)C(O)N(C)C=C2
9.09	9.37	4	acidic	['datawarrior']	COc1ccc2c(c1)C([P+](c1ccccc1)(c1ccccc1)c1ccccc1)c1ccccc1-2
6.2	5.59	9	basic	['datawarrior']	COc1ccc2c(c1)CC(C)N2
6.1	5.67	9	basic	['datawarrior']	COc1ccc2c(c1)CCN2
9.41	9.19	17	basic	['chembl25']	COc1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2
8.6	8.81	12	basic	['chembl25']	COc1ccc2c(c1)N(CCN(C)C)CCO2
9.195	9.42	18	basic	['chembl25']	COc1ccc2c(c1)N(C[C@H](C)CN(C)C)c1ccccc1S2
5.26	5.71	10	basic	['datawarrior']	COc1ccc2c(c1)NCCN2
9.185	9.84	16	basic	['chembl25']	COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3
7.615	6.15	12	basic	['datawarrior', 'chembl25']	COc1ccc2c(c1)[nH]c1c(C)nccc12
4.07	3.88	29	acidic	['chembl25']	COc1ccc2c(c1)c(-c1ccc(=O)n(Cc3ccccc3)n1)c(C)n2CC(=O)O
4.415	3.79	12	acidic	['chembl25']	COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1
9.2	9.54	11	basic	['chembl25']	COc1ccc2c(c1)c(CCN(C)C)cn2C
5.07	7.01	11	acidic	['datawarrior']	COc1ccc2c(c1)nnn2O
9.31	9.24	21	basic	['datawarrior']	COc1ccc2c(c1OC(C)=O)[C@]13CCN(C)[C@H](C2)[C@@H]1CC[C@H](OC)C3
5.3	6.41	24	acidic	['chembl25']	COc1ccc2c(c[n+](C)c3c4cc5c(cc4ccc23)OCO5)c1O
9.72	7.96	13	basic	['datawarrior']	COc1ccc2c3c([nH]c2c1)C(C)=NCC3
8.815	8.77	8	basic	['chembl25']	COc1ccc2c3c1OC1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314
8.05	9.16	20	basic	['datawarrior', 'chembl25']	COc1ccc2c3c1OC1C(=O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314
8.6	8.77	20	basic	['datawarrior']	COc1ccc2c3c1OC1C(=O)CC[C@]4(O)[C@H](C2)N(C)CC[C@@]314
8.83	9.52	19	basic	['datawarrior']	COc1ccc2c3c1O[C@H]1CCC[C@H]4[C@@H](C2)N(C)CC[C@]314
9.41	9.02	20	basic	['datawarrior']	COc1ccc2c3c1O[C@H]1CCC[C@H]4[C@@H]([C@@H]2O)N(C)CC[C@]314
7.71	9.02	20	basic	['datawarrior']	COc1ccc2c3c1O[C@H]1CCC[C@H]4[C@@H]([C@H]2O)N(C)CC[C@]314
9.17	9.54	20	basic	['datawarrior']	COc1ccc2c3c1O[C@H]1CCC[C@H]4[C@H](NCC[C@]314)[C@@H]2O
8.72	9.54	20	basic	['datawarrior']	COc1ccc2c3c1O[C@H]1CCC[C@H]4[C@H](NCC[C@]314)[C@H]2O
8.32	8.57	7	basic	['chembl25']	COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2
8.161667	9.19	20	basic	['datawarrior', 'chembl25']	COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341
5.68	7.17	20	basic	['datawarrior']	COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(CCC#N)CC[C@@]341
9.23	10.06	8	basic	['chembl25']	COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)NCC[C@@]341
7.12	8.7	21	basic	['datawarrior']	COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H]([C@H]2O)N(C)CC[C@@]341
8.71	9.33	20	basic	['datawarrior']	COc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@H]4[C@@H](C2)N(C)CC[C@@]341
4.207	4.19	16	acidic	['datawarrior', 'chembl25']	COc1ccc2cc(C(C)C(=O)O)ccc2c1
9.64	9.79	12	acidic	['datawarrior']	COc1ccc2cc(O)ccc2c1
5.0	6.37	23	acidic	['chembl25']	COc1ccc2cc3[n+](cc2c1O)CCc1cc2c(cc1-3)OCO2
9.4	8.72	13	acidic	['chembl25']	COc1ccc2cc3[n+](cc2c1OC)CCc1cc(O)c(O)cc1-3
5.3	8.64	28	basic	['chembl25']	COc1ccc2ccc(S(=O)(=O)N(C)C3CCN(Cc4ccc5[nH]cnc(=N)c5c4)C3=O)cc2c1
6.9	10.03	15	acidic	['chembl25']	COc1ccc2ccc(S(=O)(=O)NC(CCCN=c3cccc[nH]3)C(=O)N3CCC(C)CC3)cc2c1
7.3	10.03	15	acidic	['chembl25']	COc1ccc2ccc(S(=O)(=O)NC3CCN(Cc4ccc5[nH]c(=N)ccc5c4)C3=O)cc2c1
7.6	10.03	15	acidic	['chembl25']	COc1ccc2ccc(S(=O)(=O)NC3CCN(Cc4ccc5cc[nH]c(=N)c5c4)C3=O)cc2c1
7.3	10.03	15	acidic	['chembl25']	COc1ccc2ccc(S(=O)(=O)NC3CCN(Cc4ccc5ccc(=N)[nH]c5c4)C3=O)cc2c1
7.14	8.83	13	basic	['datawarrior']	COc1ccc2nc3c(c(N4CCOCC4)c2c1)CCC3
3.82	6.16	9	basic	['datawarrior']	COc1ccc2nc3ccccc3cc2c1
5.05	4.64	9	basic	['datawarrior']	COc1ccc2ncccc2c1
5.58	5.28	12	basic	['chembl25']	COc1cccc(-c2c[nH]c(-c3ccccc3)n2)c1
7.0	9.23	21	basic	['chembl25']	COc1cccc(-c2cccc(C3(C)CCSC(=N)N3)c2)c1
9.8	9.48	21	basic	['chembl25']	COc1cccc(-c2cccc(C3(C)COCC(=N)N3)c2)c1
10.5	9.93	21	basic	['chembl25']	COc1cccc(-c2cccc(C3(C)CSCC(=N)N3)c2)c1
6.5	5.88	21	basic	['chembl25']	COc1cccc(-c2cccc(C3(C)N=C(C)C(=N)N3)c2)c1
9.3	7.13	20	basic	['chembl25']	COc1cccc(-c2cccc(C3(C)N=C(N)CCO3)c2)c1
9.3	9.07	20	basic	['chembl25']	COc1cccc(-c2cccc(C3(C)N=C(N)CCS3)c2)c1
6.5	4.86	16	basic	['chembl25']	COc1cccc(-c2cccc(C3(C)N=C(N)CN3C(C)=O)c2)c1
6.9	7.83	19	basic	['chembl25']	COc1cccc(-c2cccc(C3(C)N=C(N)CS3)c2)c1
5.7	5.74	20	basic	['chembl25']	COc1cccc(-c2cccc(C3(C4CCN(C(C)=O)CC4)N=C(C)C(=N)N3)c2)c1
6.0	5.74	20	basic	['chembl25']	COc1cccc(-c2cccc(C3(C4CCOCC4)N=C(C)C(=N)N3)c2)c1
7.65	8.8	27	basic	['chembl25']	COc1cccc(-c2cn(Cc3c(F)cccc3C(F)(F)F)c(=O)n(C[C@H](NCCCC(N)=O)c3ccccc3)c2=O)c1F
5.57	5.24	9	basic	['chembl25']	COc1cccc(-c2nc(-c3ccccc3)c[nH]2)c1
3.91	5.88	11	acidic	['datawarrior']	COc1cccc(-c2nn[nH]n2)c1
10.0	9.07	19	basic	['chembl25']	COc1cccc(-n2cc3nc(-c4ccccc4C)n(CC4CCCN(C(C)C)C4)c(=O)c3n2)c1
4.38	3.93	2	acidic	['datawarrior']	COc1cccc(/C=C/C(=O)O)c1
8.6	9.16	7	basic	['datawarrior']	COc1cccc(/N=C/N(C)C)c1
7.24	10.26	4	acidic	['datawarrior']	COc1cccc(=O)c(O)c1
6.59	8.13	9	basic	['datawarrior']	COc1cccc(C(=N)c2ccccc2)c1
7.1	6.13	9	basic	['datawarrior']	COc1cccc(C(=O)CCN2CCOCC2)c1
8.91	9.14	17	basic	['datawarrior']	COc1cccc(C(=O)NC2CC3CCC(C2)N3Cc2ccccc2)c1OC
6.41	6.81	13	basic	['chembl25']	COc1cccc(C(=O)NCCN2CCN(c3ccc(C#N)cc3)CC2)c1
6.46	6.98	13	basic	['chembl25']	COc1cccc(C(=O)NCCN2CCN(c3ccc(C)cc3)CC2)c1
6.19	6.84	13	basic	['chembl25']	COc1cccc(C(=O)NCCN2CCN(c3ccc(Cl)cc3)CC2)c1
6.71	6.26	13	basic	['chembl25']	COc1cccc(C(=O)NCCN2CCN(c3ncccc3C#N)CC2)c1
6.24	6.54	13	basic	['chembl25']	COc1cccc(C(=O)NCCN2CCN(c3noc4ccccc34)CC2)c1
8.91	9.14	17	basic	['datawarrior']	COc1cccc(C(=O)N[C@H]2C[C@H]3CC[C@@H](C2)N3Cc2ccccc2)c1OC
4.06	3.84	2	acidic	['datawarrior']	COc1cccc(C(=O)O)c1
3.72	3.75	2	acidic	['datawarrior']	COc1cccc(C(=O)O)c1C
3.46	3.62	2	acidic	['datawarrior']	COc1cccc(C)c1C(=O)O
9.023333	9.23	16	basic	['chembl25']	COc1cccc(C2(O)CCCCC2CN(C)C)c1
5.12	7.52	3	basic	['datawarrior']	COc1cccc(C2NCCS2)c1
7.91	8.93	5	acidic	['datawarrior']	COc1cccc(C=O)c1O
9.9	10.2	12	basic	['chembl25']	COc1cccc(CC2CCCNC2)c1
4.65	4.31	2	acidic	['datawarrior']	COc1cccc(CCC(=O)O)c1
9.41	8.64	11	basic	['datawarrior']	COc1cccc(CN)c1OC
4.23	4.01	7	basic	['datawarrior']	COc1cccc(N)c1
7.44	8.16	11	basic	['chembl25']	COc1cccc(N2CCN(CCCCNC(=O)c3ccc4nonc4c3)CC2)c1
7.95	7.71	3	acidic	['datawarrior']	COc1cccc(NS(=O)(=O)c2ccccc2)c1
9.51	9.49	7	acidic	['datawarrior']	COc1cccc(O)c1
9.28	9.56	8	acidic	['datawarrior']	COc1cccc(O)c1O
9.77	11.31	7	acidic	['datawarrior']	COc1cccc(O)n1
11.26	10.67	10	acidic	['datawarrior']	COc1cccc(OC)c1-c1nc2cccnc2[nH]1
10.09	9.37	5	acidic	['datawarrior']	COc1cccc(OC)c1O
3.8	4.19	11	acidic	['chembl25']	COc1cccc(S(=O)(=O)NC(=O)c2cc(-c3ccc(C#CCO)s3)c(Cl)cc2OC)c1
4.7	4.2	11	acidic	['chembl25']	COc1cccc(S(=O)(=O)NC(=O)c2cc(-c3ccc(C#CCO)s3)c(OC)cc2OC)c1
9.39	10.04	3	acidic	['datawarrior']	COc1cccc(S(N)(=O)=O)c1
6.39	6.16	0	acidic	['datawarrior']	COc1cccc(S)c1
9.85	9.23	16	basic	['chembl25']	COc1cccc([C@@]2(O)CCCC[C@@H]2CN(C)C)c1
9.15	9.29	11	acidic	['datawarrior']	COc1cccc2c1-c1c(O)cccc1-2
8.68	9.01	16	basic	['datawarrior']	COc1cccc2c1CN(C1CC3CCC(C1)N3Cc1ccccc1)C2=O
10.2	9.58	11	basic	['chembl25']	COc1cccc2c1N=C(NCC(F)F)NC2C
6.27	5.4	21	basic	['chembl25']	COc1cccc2c1[C@H](Oc1cc(C(=O)N(C)C)cn3c(C)c(C)nc13)[C@@H](O)C2
7.26	8.12	21	acidic	['chembl25']	COc1cccc2c1c(=NS(=O)(=O)c1ccc(C)c(F)c1)[nH]n2Cc1cccc(CNC(=O)C(C)(C)O)c1
6.76	8.12	21	acidic	['chembl25']	COc1cccc2c1c(=NS(=O)(=O)c1ccc(Cl)c(Cl)c1)[nH]n2Cc1cccc(CNC(=O)C(C)(C)O)c1
6.54	8.1	19	acidic	['chembl25']	COc1cccc2c1c(=NS(=O)(=O)c1ccc(Cl)s1)[nH]n2Cc1cccc(CNC(=O)C(C)(C)O)c1
6.6	8.1	19	acidic	['chembl25']	COc1cccc2c1c(=NS(=O)(=O)c1ccc(Cl)s1)[nH]n2Cc1cccc(CNC(C)=O)c1
7.06	8.12	20	acidic	['chembl25']	COc1cccc2c1c(=NS(=O)(=O)c1cccc(Cl)c1)[nH]n2Cc1cccc(CNC(=O)C(C)(C)O)c1
6.82	8.12	21	acidic	['chembl25']	COc1cccc2c1c(=NS(=O)(=O)c1cccc(Cl)c1Cl)[nH]n2Cc1cccc(CNC(=O)C(C)(C)O)c1
7.4	4.34	8	basic	['chembl25']	COc1cccc2c1nc(C)c1ccn(-c3ccccc3C)c12
9.5	6.38	14	basic	['chembl25']	COc1cccc2c3c(c(C)nc12)CCN3c1ccccc1C
5.69	3.47	5	basic	['datawarrior']	COc1cccc2ccc(C)nc12
4.88	2.88	5	basic	['datawarrior']	COc1cccc2cccnc12
8.0	10.41	4	acidic	['datawarrior']	COc1ccccc(=O)c1O
8.99	9.68	10	acidic	['chembl25']	COc1ccccc1-c1c[nH]nn1
10.4	9.5	11	acidic	['datawarrior']	COc1ccccc1-c1ccccc1O
4.8	5.72	11	acidic	['datawarrior']	COc1ccccc1-c1nn[nH]n1
4.57	3.95	2	acidic	['datawarrior']	COc1ccccc1/C=C/C(=O)O
4.27	3.45	2	acidic	['datawarrior']	COc1ccccc1/C=C\C(=O)O
8.11	8.72	5	basic	['datawarrior']	COc1ccccc1/N=C/N(C)C
7.29	7.83	8	basic	['datawarrior']	COc1ccccc1C(=N)c1ccccc1
9.11	9.18	18	basic	['chembl25']	COc1ccccc1C(=O)N[C@@H]1CCC[C@@H]2CCN(C)C[C@@H]21
8.81	9.18	18	basic	['chembl25']	COc1ccccc1C(=O)N[C@@H]1CCC[C@@H]2CCN(C)C[C@H]21
8.88	9.15	16	basic	['datawarrior']	COc1ccccc1C(=O)N[C@@H]1C[C@H]2CC[C@@H](C1)N2Cc1ccccc1
4.05	3.73	2	acidic	['datawarrior']	COc1ccccc1C(=O)O
4.8	4.31	2	acidic	['datawarrior']	COc1ccccc1CCC(=O)O
4.51	4.42	5	basic	['datawarrior']	COc1ccccc1N
7.78	7.93	11	basic	['chembl25']	COc1ccccc1N1CCN(CCCCNC(=O)c2ccc3nonc3c2)CC1
7.43	7.54	11	basic	['chembl25']	COc1ccccc1N1CCN(CCCNC(=O)c2ccc3nonc3c2)CC1
7.1	7.81	11	basic	['chembl25']	COc1ccccc1N1CCN(CCCNc2cc(=O)n(C)c(=O)n2C)CC1
8.44	8.5	11	basic	['chembl25']	COc1ccccc1N1CCN(CCCn2c(-c3ccccc3)cn3c4c(=O)n(C)c(=O)n(C)c4nc23)CC1
7.61	8.33	11	basic	['chembl25']	COc1ccccc1N1CCN(CCCn2c(C)cn3c4c(=O)n(C)c(=O)n(C)c4nc23)CC1
8.19	8.37	11	basic	['chembl25']	COc1ccccc1N1CCN(CCCn2ccn3c4c(=O)n(C)c(=O)n(C)c4nc23)CC1
7.4	8.53	25	acidic	['chembl25']	COc1ccccc1N=c1c2ccccc2[nH]c2ccc(C(C)C)c(NS(C)(=O)=O)c12
6.19	8.3	17	acidic	['chembl25']	COc1ccccc1NC(=O)c1cn(-c2ccccc2)c(O)c1O
6.08	8.47	18	acidic	['chembl25']	COc1ccccc1NC(=O)c1cn(C)c(O)c1O
9.8	9.97	8	acidic	['datawarrior', 'chembl25']	COc1ccccc1O
9.59	6.76	13	basic	['chembl25']	COc1ccccc1OCC(O)CN1CCN(CC(=O)Nc2c(C)cccc2C)CC1
8.635	8.74	11	basic	['chembl25']	COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12
8.36	5.35	27	acidic	['chembl25']	COc1ccccc1Oc1c(OCCO)[nH]c(-c2ncccn2)nc1=NS(=O)(=O)c1ccc(C(C)(C)C)cc1
3.2	2.96	7	basic	['datawarrior', 'chembl25']	COc1ccccn1
4.89	4.81	5	basic	['datawarrior']	COc1cccnc1
6.45	4.26	11	basic	['datawarrior']	COc1ccnc2c1ccc1c(OC)ccnc12
6.45	5.88	8	basic	['datawarrior']	COc1ccnc2ccccc12
6.65	6.52	7	basic	['datawarrior']	COc1ccncc1
2.5	3.01	7	basic	['datawarrior']	COc1ccncn1
3.7	3.57	7	basic	['datawarrior']	COc1ccnnc1
7.8	7.61	20	basic	['chembl25']	COc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)CO[C@@H]3F)c2)cn1
7.6	7.61	20	basic	['chembl25']	COc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)CO[C@H]3F)c2)cn1
7.8	7.47	19	basic	['chembl25']	COc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C4CC4)N=C(N)CO[C@@H]3F)c2)cn1
9.0	9.41	25	basic	['chembl25']	COc1cnc(C(=O)Nc2ccc(F)c([C@]3(C)COCC(=N)N3)c2)cn1
4.45	3.14	9	basic	['datawarrior']	COc1cnccc1C=O
3.21	3.71	8	basic	['datawarrior']	COc1cnnc2ccccc12
3.41	3.31	7	acidic	['datawarrior']	COc1csc(C(=O)O)c1
7.64	4.76	11	acidic	['datawarrior']	COc1nc(-n2[nH]c(C)cc2=O)nc(C)c1C
3.66	5.7	3	basic	['datawarrior']	COc1nc(=N)c2cnn(C)c2[nH]1
3.2	4.43	18	basic	['datawarrior']	COc1nc(=N)c2ncn([C@H]3O[C@@H](CO)[C@H](O)[C@@H]3O)c2[nH]1
8.4	7.93	4	acidic	['datawarrior']	COc1nc(=O)cc(C)[nH]1
8.9	9.4	16	basic	['chembl25']	COc1nc(Cc2ccccc2)nc2c1CCNCC2
2.38	2.75	3	basic	['datawarrior']	COc1nc2ccccc2c2ccccc12
7.73	8.29	3	acidic	['datawarrior']	COc1nc2cncnc2[nH]1
3.05	3.42	3	basic	['datawarrior']	COc1nccc2ccccc12
3.13	2.49	8	basic	['datawarrior']	COc1ncnc2ccccc12
7.1	7.56	7	basic	['chembl25']	COc1noc2c1CCNC2
6.6	6.37	8	basic	['chembl25']	COc1noc2c1CN(C)CC2
6.0	6.41	8	basic	['chembl25']	COc1noc2c1CN(Cc1ccccc1)CC2
7.6	7.3	8	basic	['chembl25']	COc1noc2c1CNCC2
2.3	2.28	2	basic	['chembl25']	CS(=N)(=O)c1ccc(Cl)cc1
2.7	3.12	2	basic	['chembl25']	CS(=N)(=O)c1ccccc1
8.9	9.83	21	basic	['chembl25']	CS(=O)(=O)N(Cc1ccccc1-c1ccccc1)[C@H]1CCNC1
5.25	4.08	4	acidic	['chembl25']	CS(=O)(=O)NC(=O)CCCC[P+](c1ccccc1)(c1ccccc1)c1ccccc1
4.94	4.08	4	acidic	['chembl25']	CS(=O)(=O)NC(=O)CCc1ccccc1
5.04	4.14	4	acidic	['chembl25']	CS(=O)(=O)NC(=O)NCc1ccccc1
4.2	3.43	4	acidic	['chembl25']	CS(=O)(=O)NC(=O)Nc1ccc(C(F)(F)F)cc1
3.2	4.13	4	acidic	['chembl25']	CS(=O)(=O)NC(=O)c1ccc(C(F)(F)F)cc1
5.1	4.21	3	acidic	['datawarrior']	CS(=O)(=O)NC(N)=O
7.17	10.68	4	acidic	['chembl25']	CS(=O)(=O)NCc1ccccc1N=c1c2ccccc2[nH]c2ccccc12
8.0	9.78	4	acidic	['chembl25']	CS(=O)(=O)Nc1ccc(C(F)(F)F)cc1
6.34	9.24	4	acidic	['chembl25']	CS(=O)(=O)Nc1ccc(N=c2c3ccccc3[nH]c3ccccc23)c(Cl)c1
6.86	7.38	4	acidic	['chembl25']	CS(=O)(=O)Nc1ccccc1N=c1c2ccccc2[nH]c2ccccc12
6.9	8.29	4	acidic	['chembl25']	CS(=O)(=O)Nn1c(=O)[nH]c2cc(Cl)ccc2c1=O
8.77	10.32	8	basic	['chembl25']	CS(=O)(=O)OCCCNCCCOS(C)(=O)=O
4.05	3.49	12	basic	['chembl25']	CS(=O)(=O)c1ccc(-c2cnc(Br)n2-c2ccc(F)c(F)c2)cc1
11.42	9.38	26	acidic	['chembl25']	CS(=O)(=O)c1ccc(C(CC2CCCC2)C(=O)N=c2cnc(C(O)CO)c[nH]2)cc1Cl
9.1	8.72	27	basic	['chembl25']	CS(=O)(=O)c1ccc(COc2cccc(NC(=O)C3CCN(c4ccncc4)CC3)c2)cc1
2.84	2.35	3	acidic	['datawarrior']	CS(=O)(=O)c1ccc(NS(=O)(=O)C(F)(F)F)cc1
7.83	7.58	10	acidic	['datawarrior']	CS(=O)(=O)c1ccc(O)cc1
10.25	10.12	3	acidic	['datawarrior']	CS(=O)(=O)c1ccc(S(=O)(=O)NCc2ccccc2)cc1
3.1	2.37	5	basic	['datawarrior']	CS(=O)Cc1ccccn1
2.35	2.0	2	acidic	['datawarrior']	CS(=O)O
8.28	8.32	9	acidic	['datawarrior']	CS(=O)c1ccc(O)cc1
8.75	9.0	8	acidic	['datawarrior']	CS(=O)c1cccc(O)c1
9.83	10.62	3	basic	['datawarrior', 'chembl25']	CSC(=N)N
7.14	7.71	3	basic	['datawarrior']	CSC(=N)Nc1ccccc1
5.84	7.63	3	basic	['datawarrior']	CSC(=N)c1ccccc1
10.51	11.93	4	acidic	['datawarrior']	CSC(=O)C1c2ccccc2-c2ccccc21
2.98	4.27	9	acidic	['datawarrior']	CSC(=S)N(C)CC(=O)O
6.71	8.38	3	basic	['datawarrior']	CSC(C)=N
3.76	4.46	6	acidic	['datawarrior']	CSC(C)C(=O)O
5.95	3.23	3	basic	['chembl25']	CSC1N=CCN1
8.16	7.88	7	acidic	['chembl25']	CSCC(=O)C=NO
3.67	4.36	5	acidic	['datawarrior']	CSCC(=O)O
9.41	9.71	4	basic	['datawarrior']	CSCCN
4.19	3.44	4	basic	['datawarrior']	CSCc1cccc(CSC)n1
5.4	4.28	4	basic	['datawarrior']	CSCc1ccccn1
8.85	9.65	5	basic	['datawarrior']	CS[C@H]1CCC[C@@H]1N(C)C
3.25	2.47	7	basic	['datawarrior']	CSc1cc(C)ncn1
3.41	3.6	3	basic	['datawarrior']	CSc1cc2ccccc2cn1
4.23	4.11	10	acidic	['datawarrior']	CSc1ccc(C(=O)O)cc1
2.56	2.96	4	basic	['datawarrior']	CSc1ccc(N)c(Cl)c1
2.45	3.39	4	basic	['datawarrior']	CSc1ccc(N)c(I)c1
4.4	4.55	8	basic	['datawarrior']	CSc1ccc(N)cc1
3.38	3.76	9	basic	['datawarrior']	CSc1ccc(N)cc1Cl
3.44	3.85	9	basic	['datawarrior']	CSc1ccc(N)cc1I
9.5	9.41	8	acidic	['datawarrior']	CSc1ccc(O)cc1
9.35	8.92	21	basic	['chembl25']	CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2
3.71	2.86	3	basic	['datawarrior']	CSc1ccc2ccccc2n1
4.75	4.44	9	basic	['datawarrior']	CSc1ccc2ncccc2c1
4.05	4.09	7	basic	['datawarrior']	CSc1cccc(N)c1
9.47	9.56	7	acidic	['datawarrior']	CSc1cccc(O)c1
4.5	4.19	8	basic	['datawarrior']	CSc1cccc2ncccc12
3.89	3.42	9	acidic	['datawarrior']	CSc1ccccc1C(=O)O
3.62	3.49	3	basic	['datawarrior']	CSc1ccccn1
4.45	4.5	5	basic	['datawarrior']	CSc1cccnc1
5.81	4.56	8	basic	['datawarrior']	CSc1ccnc2ccccc12
5.97	5.11	7	basic	['datawarrior']	CSc1ccncc1
3.88	3.78	5	basic	['datawarrior']	CSc1cnc2ccccc2c1
9.04	6.37	8	acidic	['chembl25']	CSc1n(-c2ccc(C)cc2)cc(C=NO)[n+]1C
9.3	6.44	8	acidic	['chembl25']	CSc1n(-c2ccccc2)cc(C=NO)[n+]1C
3.1	2.08	3	basic	['datawarrior']	CSc1nc(=N)c2[nH]cnc2[nH]1
3.93	3.84	3	basic	['datawarrior']	CSc1nccc2ccccc12
5.95	5.07	3	basic	['chembl25']	CSc1nccn1C
9.65	9.15	9	acidic	['datawarrior']	CSc1ncnc2[nH]ncc12
6.2	6.22	2	acidic	['datawarrior']	C[As](C)(=O)O
9.26	8.99	0	basic	['datawarrior']	C[C@@H](C=C(c1ccccc1)c1ccccc1)N(C)C
8.31	8.73	15	basic	['datawarrior']	C[C@@H](CC(C#N)(c1ccccc1)c1ccccc1)N(C)C
9.94	9.8	0	basic	['datawarrior']	C[C@@H](CN)c1ccccc1
9.4	9.53	0	basic	['datawarrior']	C[C@@H](Cc1ccccc1)N(C)C
7.0	8.15	18	basic	['datawarrior']	C[C@@H](O)[C@H](CCC=O)O[C@H]1O[C@H](C)[C@@H](N(C)C)[C@H](O)[C@H]1O
9.22	8.86	6	basic	['datawarrior']	C[C@@H]([C@H](O)c1ccccc1)N(C)C
3.2	3.54	5	basic	['chembl25']	C[C@@H](c1ccccc1)N(C)c1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
5.03	4.59	2	acidic	['datawarrior']	C[C@@H]1CC1C(=O)O
4.88	4.89	2	acidic	['datawarrior']	C[C@@H]1CCCC(C(=O)O)C1
5.04	4.89	2	acidic	['datawarrior']	C[C@@H]1CCCCC1C(=O)O
10.6	10.5	0	basic	['datawarrior']	C[C@@H]1CCCC[C@@H]1N
10.51	10.2	0	basic	['datawarrior']	C[C@@H]1CCC[C@H](N(C)C)C1
10.59	9.36	0	basic	['datawarrior']	C[C@@H]1CCN2CC=C[C@H]12
10.92	10.45	4	basic	['datawarrior']	C[C@@H]1CCN2CC[C@H](O)[C@H]12
6.59	7.65	26	basic	['chembl25']	C[C@@H]1CC[C@H]2C(CN3CCN(CCO)CC3)=C(C(F)(F)F)O[C@@H]3O[C@]4(C)CC[C@@H]1[C@]32OO4
7.93	7.9	6	basic	['chembl25']	C[C@@H]1CN(C(=O)c2nc(=Nc3cc(C4CC4)[nH]n3)c3cc(Cl)ccc3[nH]2)CCN1
8.97	10.29	14	basic	['datawarrior']	C[C@@H]1C[C@H](OC(=O)c2ccccc2)CC(C)(C)N1
